ZONA, NUMERACION_INICIAL, NUMERACION_FINAL, OCUPACION, MODALIDAD, RAZON_SOCIAL, FECHA_ASIGNACION
9,9622970000,9622979999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9622980000,9622982999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2492085000,2492089999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2492150000,2492159999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2492160000,2492164999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414328000,3414329999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",05/07/1999,
3,3131905000,3131909999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3131940000,3131949999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3131950000,3131954999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2382540000,2382549999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2382550000,2382559999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3781845000,3781849999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3781870000,3781879999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3781880000,3781884999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3113375000,3113379999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3113450000,3113459999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414360000,3414369999,10000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",04/06/1999,
3,3113460000,3113464999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4141365000,4141369999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4141370000,4141379999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4141380000,4141384999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2312045000,2312049999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2312080000,2312089999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2312090000,2312094999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2741650000,2741659999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2741660000,2741669999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414370000,3414373999,4000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",04/06/1999,
6,6648603000,6648603999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2462935000,2462939999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2463000000,2463009999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2463010000,2463014999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7229270000,7229270999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9661460000,9661469999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9661470000,9661479999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6682985000,6682989999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6682990000,6682999999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6683000000,6683004999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414374000,3414378999,5000,MPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",04/06/1999,
8,8715695000,8715699999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8715870000,8715879999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8715880000,8715884999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7752635000,7752639999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7752640000,7752649999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7752650000,7752654999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9614445000,9614449999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9614640000,9614649999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9614650000,9614654999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4522768000,4522769999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4522770000,4522779999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414379000,3414379999,1000,MPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",04/06/1999,
4,4522780000,4522787999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4561630000,4561639999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4561640000,4561649999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2295188000,2295189999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2295330000,2295339999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2295340000,2295347999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6183607000,6183609999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6183730000,6183739999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6183740000,6183746999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4781544000,4781549999,6000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414380000,3414389999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",31/12/1995,
4,4781550000,4781559999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4781560000,4781563999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9935190000,9935199999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9935200000,9935209999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2284125000,2284129999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2284130000,2284139999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2284140000,2284144999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4922635000,4922639999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6646304000,6646305999,2000,FIJO,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",31/12/1995,
4,4922700000,4922709999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4922710000,4922714999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414390000,3414399499,9500,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",31/12/1995,
3,3512850000,3512859999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3512860000,3512869999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7551703000,7551709999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7551730000,7551739999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7551740000,7551742999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3481655000,3481659999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3481660000,3481664999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6243235000,6243239999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6243240000,6243244999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4951660000,4951669999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414399600,3414399999,400,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",31/12/1995,
9,9212795000,9212799999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9213090000,9213094999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9821397000,9821399999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9821740000,9821741999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7661210000,7661219999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9532150000,9532159999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2271338000,2271339999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2271350000,2271357999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9641240000,9641249999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9641250000,9641259999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3414399500,3414399599,100,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",31/12/1995,
2,2431380000,2431389999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2431390000,2431394999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7341723000,7341729999,7000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7341730000,7341737999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9191667000,9191669999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9191770000,9191779999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9191780000,9191781999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3921610000,3921619999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3921620000,3921624999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7715315000,7715319999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7715330000,7715339999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3415752000,3415752499,500,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",14/03/2000,
9,9161550000,9161559999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4481492000,4481499999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4481520000,4481529999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4481530000,4481531999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8782050000,8782059999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8782060000,8782064999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9541850000,9541859999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4981187000,4981189999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4981290000,4981299999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4981300000,4981301999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4681545000,4681549999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4681590000,4681599999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2482245000,2482249999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3418780000,3418789999,10000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",26/09/2001,
2,2482290000,2482299999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8721539000,8721539999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8721570000,8721579999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8721580000,8721589999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9321710000,9321719999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9321720000,9321724999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6651765000,6651769999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6651780000,6651789999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7791302000,7791309999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7791310000,7791319999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3418790000,3418795999,6000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",26/09/2001,
7,7791320000,7791329999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7791330000,7791331999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2251117000,2251119999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2251200000,2251209999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2251210000,2251211999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9851453000,9851459999,7000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9851480000,9851482999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4291437000,4291439999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4291490000,4291499999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4291500000,4291506999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3418796000,3418796999,1000,MPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",26/09/2001,
4,4171565000,4171569999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4171580000,4171584999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3251391000,3251399999,9000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3251440000,3251449999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3251450000,3251459999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3251460000,3251469999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3251470000,3251470999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3251471000,3251479999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3251480000,3251485999,6000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7444133000,7444139999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3418797000,3418799999,3000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",26/09/2001,
7,7444760000,7444769999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7444770000,7444772999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9241769000,9241769999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9241800000,9241808999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4495192000,4495199999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4495590000,4495599999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4495600000,4495601999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7481170000,7481179999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4531878000,4531879999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4531910000,4531919999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3418860000,3418864999,5000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",17/07/2001,
4,4531920000,4531927999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2412179000,2412179999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2412260000,2412269999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2412270000,2412278999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3481647000,3481649999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3481670000,3481679999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3481680000,3481686999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2441849000,2441849999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2441920000,2441929999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2441930000,2441938999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3418869000,3418869999,1000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",17/07/2001,
3,3931590000,3931599999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3931600000,3931609999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3151337000,3151339999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3151380000,3151389999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
6,6646306000,6646306999,1000,FIJO,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",27/09/2000,
3,3151390000,3151396999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4951651000,4951659999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4951670000,4951679999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4951680000,4951680999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9812568000,9812569999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3777732000,3777733999,2000,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
9,9812630000,9812639999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9812640000,9812647999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9372467000,9372469999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9372530000,9372539999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9372540000,9372546999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4613705000,4613709999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4613850000,4613854999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9821738000,9821739999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9821750000,9821759999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9821760000,9821767999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3777734000,3777734127,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",09/11/1999,
7,7472610000,7472619999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7472620000,7472629999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9231951000,9231959999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9231980000,9231989999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9231990000,9231990999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3412031000,3412039999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3412130000,3412139999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3412140000,3412140999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7532153000,7532159999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
7,7532210000,7532219999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3777734128,3777734175,48,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",04/02/2000,
7,7532220000,7532222999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8311870000,8311879999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
8,8311880000,8311884999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2451452000,2451459999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
2,2451470000,2451471999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4811894000,4811899999,6000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
4,4811960000,4811963999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3122575000,3122579999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3122640000,3122649999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3122650000,3122654999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
3,3777734176,3777735711,1536,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",19/05/2000,
9,9332062000,9332069999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9332110000,9332119999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
9,9332120000,9332121999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",30/10/2018,
